S	0	290	*	*	*	*	*	PRJNA356769a_ITS2_ASV152	*
S	1	290	*	*	*	*	*	PRJNA356769a_ITS2_ASV91	*
S	2	279	*	*	*	*	*	PRJNA356769a_ITS2_ASV125	*
S	3	279	*	*	*	*	*	PRJNA356769a_ITS2_ASV73	*
H	2	277	98.9	+	0	0	27M2I250M	PRJNA356769a_ITS2_ASV170	PRJNA356769a_ITS2_ASV125
H	2	277	98.6	+	0	0	27M2I250M	PRJNA356769a_ITS2_ASV40	PRJNA356769a_ITS2_ASV125
S	4	263	*	*	*	*	*	PRJNA356769a_ITS2_ASV109	*
S	5	263	*	*	*	*	*	PRJNA356769a_ITS2_ASV126	*
H	5	263	99.6	+	0	0	263M	PRJNA356769a_ITS2_ASV148	PRJNA356769a_ITS2_ASV126
S	6	249	*	*	*	*	*	PRJNA356769a_ITS2_ASV16	*
S	7	248	*	*	*	*	*	PRJNA356769a_ITS2_ASV41	*
S	8	248	*	*	*	*	*	PRJNA356769a_ITS2_ASV42	*
S	9	244	*	*	*	*	*	PRJNA356769a_ITS2_ASV30	*
H	9	244	99.6	+	0	0	244M	PRJNA356769a_ITS2_ASV43	PRJNA356769a_ITS2_ASV30
H	9	244	99.2	+	0	0	244M	PRJNA356769a_ITS2_ASV67	PRJNA356769a_ITS2_ASV30
H	9	244	99.2	+	0	0	244M	PRJNA356769a_ITS2_ASV81	PRJNA356769a_ITS2_ASV30
S	10	243	*	*	*	*	*	PRJNA356769a_ITS2_ASV18	*
S	11	241	*	*	*	*	*	PRJNA356769a_ITS2_ASV136	*
S	12	241	*	*	*	*	*	PRJNA356769a_ITS2_ASV146	*
H	12	241	99.6	+	0	0	241M	PRJNA356769a_ITS2_ASV45	PRJNA356769a_ITS2_ASV146
S	13	241	*	*	*	*	*	PRJNA356769a_ITS2_ASV82	*
H	13	238	98.8	+	0	0	7M3I231M	PRJNA356769a_ITS2_ASV174	PRJNA356769a_ITS2_ASV82
S	14	238	*	*	*	*	*	PRJNA356769a_ITS2_ASV78	*
S	15	236	*	*	*	*	*	PRJNA356769a_ITS2_ASV115	*
H	15	236	98.7	+	0	0	236M	PRJNA356769a_ITS2_ASV149	PRJNA356769a_ITS2_ASV115
H	15	236	99.2	+	0	0	236M	PRJNA356769a_ITS2_ASV172	PRJNA356769a_ITS2_ASV115
S	16	234	*	*	*	*	*	PRJNA356769a_ITS2_ASV157	*
S	17	233	*	*	*	*	*	PRJNA356769a_ITS2_ASV123	*
H	16	233	98.7	+	0	0	77MI156M	PRJNA356769a_ITS2_ASV14	PRJNA356769a_ITS2_ASV157
H	16	233	99.1	+	0	0	77MI156M	PRJNA356769a_ITS2_ASV31	PRJNA356769a_ITS2_ASV157
S	18	231	*	*	*	*	*	PRJNA356769a_ITS2_ASV47	*
S	19	230	*	*	*	*	*	PRJNA356769a_ITS2_ASV184	*
S	20	229	*	*	*	*	*	PRJNA356769a_ITS2_ASV102	*
S	21	228	*	*	*	*	*	PRJNA356769a_ITS2_ASV106	*
H	21	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV130	PRJNA356769a_ITS2_ASV106
S	22	228	*	*	*	*	*	PRJNA356769a_ITS2_ASV2	*
H	22	228	99.6	+	0	0	228M	PRJNA356769a_ITS2_ASV36	PRJNA356769a_ITS2_ASV2
H	21	228	99.6	+	0	0	228M	PRJNA356769a_ITS2_ASV48	PRJNA356769a_ITS2_ASV106
H	21	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV57	PRJNA356769a_ITS2_ASV106
H	21	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV80	PRJNA356769a_ITS2_ASV106
H	22	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV84	PRJNA356769a_ITS2_ASV2
H	22	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV85	PRJNA356769a_ITS2_ASV2
H	21	228	99.1	+	0	0	228M	PRJNA356769a_ITS2_ASV89	PRJNA356769a_ITS2_ASV106
S	23	227	*	*	*	*	*	PRJNA356769a_ITS2_ASV183	*
S	24	227	*	*	*	*	*	PRJNA356769a_ITS2_ASV98	*
S	25	226	*	*	*	*	*	PRJNA356769a_ITS2_ASV104	*
S	26	226	*	*	*	*	*	PRJNA356769a_ITS2_ASV119	*
S	27	226	*	*	*	*	*	PRJNA356769a_ITS2_ASV162	*
H	25	226	99.6	+	0	0	226M	PRJNA356769a_ITS2_ASV56	PRJNA356769a_ITS2_ASV104
S	28	225	*	*	*	*	*	PRJNA356769a_ITS2_ASV138	*
H	28	225	99.6	+	0	0	225M	PRJNA356769a_ITS2_ASV150	PRJNA356769a_ITS2_ASV138
S	29	225	*	*	*	*	*	PRJNA356769a_ITS2_ASV52	*
S	30	224	*	*	*	*	*	PRJNA356769a_ITS2_ASV165	*
S	31	224	*	*	*	*	*	PRJNA356769a_ITS2_ASV20	*
S	32	224	*	*	*	*	*	PRJNA356769a_ITS2_ASV69	*
S	33	223	*	*	*	*	*	PRJNA356769a_ITS2_ASV110	*
S	34	223	*	*	*	*	*	PRJNA356769a_ITS2_ASV195	*
S	35	223	*	*	*	*	*	PRJNA356769a_ITS2_ASV70	*
H	34	223	99.6	+	0	0	223M	PRJNA356769a_ITS2_ASV77	PRJNA356769a_ITS2_ASV195
S	36	222	*	*	*	*	*	PRJNA356769a_ITS2_ASV127	*
S	37	222	*	*	*	*	*	PRJNA356769a_ITS2_ASV17	*
H	36	222	99.5	+	0	0	222M	PRJNA356769a_ITS2_ASV178	PRJNA356769a_ITS2_ASV127
S	38	221	*	*	*	*	*	PRJNA356769a_ITS2_ASV185	*
